Name	InDbName	InDbType	AltURI	thing:locatedIn
WEST	West	Region	thing:Place	
EAST	East	Region	thing:Place	
SOUTH	South	Region	thing:Place	
AF104-Bn-Y2-PD	AF104-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF104-Bn-Y2-P1	AF104-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF104-Bn-Y2-P2	AF104-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF104-Bn-Y2-P3	AF104-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF104-Bn-Y2-P4	AF104-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF104
AF105-Bn-Y2-PA	AF105-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-PB	AF105-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-PC	AF105-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-PD	AF105-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-P1	AF105-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-P2	AF105-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-P3	AF105-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF105-Bn-Y2-P4	AF105-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF105
AF106-Bn-Y2-PA	AF106-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-PB	AF106-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-PC	AF106-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-PD	AF106-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-P1	AF106-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-P2	AF106-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-P3	AF106-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF106-Bn-Y2-P4	AF106-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF106
AF107-Bn-Y2-PA	AF107-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-PB	AF107-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-PC	AF107-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-PD	AF107-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-P1	AF107-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-P2	AF107-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-P3	AF107-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF107-Bn-Y2-P4	AF107-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF107
AF108-Bn-Y2-PA	AF108-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-PB	AF108-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-PC	AF108-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-PD	AF108-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-P1	AF108-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-P2	AF108-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-P3	AF108-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF108-Bn-Y2-P4	AF108-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF108
AF109-Bn-Y2-PA	AF109-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-PB	AF109-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-PC	AF109-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-PD	AF109-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-P1	AF109-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-P2	AF109-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-P3	AF109-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF109-Bn-Y2-P4	AF109-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF109
AF110-Bn-Y2-PA	AF110-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-PB	AF110-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-PC	AF110-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-PD	AF110-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-P1	AF110-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-P2	AF110-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-P3	AF110-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF110-Bn-Y2-P4	AF110-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF110
AF111-Bn-Y2-PA	AF111-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-PB	AF111-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-PC	AF111-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-PD	AF111-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-P1	AF111-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-P2	AF111-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-P3	AF111-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF111-Bn-Y2-P4	AF111-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF111
AF112-Bn-Y2-PA	AF112-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-PB	AF112-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-PC	AF112-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-PD	AF112-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-P1	AF112-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-P2	AF112-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-P3	AF112-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF112-Bn-Y2-P4	AF112-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF112
AF113-Bn-Y2-PA	AF113-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-PB	AF113-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-PC	AF113-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-PD	AF113-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-P1	AF113-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-P2	AF113-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-P3	AF113-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF113-Bn-Y2-P4	AF113-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF113
AF114-Bn-Y2-PA	AF114-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-PB	AF114-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-PC	AF114-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-PD	AF114-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-P1	AF114-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-P2	AF114-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-P3	AF114-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF114-Bn-Y2-P4	AF114-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF114
AF115-Bn-Y2-PA	AF115-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-PB	AF115-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-PC	AF115-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-PD	AF115-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-P1	AF115-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-P2	AF115-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-P3	AF115-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF115-Bn-Y2-P4	AF115-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF115
AF116-Bn-Y2-PA	AF116-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-PB	AF116-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-PC	AF116-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-PD	AF116-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-P1	AF116-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-P2	AF116-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-P3	AF116-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF116-Bn-Y2-P4	AF116-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF116
AF117-Bn-Y2-PA	AF117-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-PB	AF117-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-PC	AF117-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-PD	AF117-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-P1	AF117-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-P2	AF117-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-P3	AF117-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF117-Bn-Y2-P4	AF117-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF117
AF118-Bn-Y2-PA	AF118-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-PB	AF118-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-PC	AF118-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-PD	AF118-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-P1	AF118-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-P2	AF118-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-P3	AF118-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF118-Bn-Y2-P4	AF118-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF118
AF119-Bn-Y2-PA	AF119-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-PB	AF119-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-PC	AF119-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-PD	AF119-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-P1	AF119-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-P2	AF119-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-P3	AF119-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF119-Bn-Y2-P4	AF119-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF119
AF120-Bn-Y2-PA	AF120-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-PB	AF120-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-PC	AF120-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-PD	AF120-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-P1	AF120-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-P2	AF120-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-P3	AF120-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF120-Bn-Y2-P4	AF120-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF120
AF121-Bn-Y2-PA	AF121-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-PB	AF121-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-PC	AF121-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-PD	AF121-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-P1	AF121-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-P2	AF121-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-P3	AF121-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF121-Bn-Y2-P4	AF121-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF121
AF122-Bn-Y2-PA	AF122-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-PB	AF122-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-PC	AF122-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-PD	AF122-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-P1	AF122-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-P2	AF122-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-P3	AF122-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF122-Bn-Y2-P4	AF122-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF122
AF123-Bn-Y2-PA	AF123-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-PB	AF123-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-PC	AF123-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-PD	AF123-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-P1	AF123-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-P2	AF123-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-P3	AF123-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF123-Bn-Y2-P4	AF123-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF123
AF124-Bn-Y2-PA	AF124-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-PB	AF124-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-PC	AF124-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-PD	AF124-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-P1	AF124-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-P2	AF124-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-P3	AF124-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF124-Bn-Y2-P4	AF124-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF124
AF125-Bn-Y2-PA	AF125-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-PB	AF125-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-PC	AF125-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-PD	AF125-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-P1	AF125-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-P2	AF125-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-P3	AF125-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF125-Bn-Y2-P4	AF125-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF125
AF126-Bn-Y2-PA	AF126-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-PB	AF126-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-PC	AF126-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-PD	AF126-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-P1	AF126-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-P2	AF126-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-P3	AF126-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF126-Bn-Y2-P4	AF126-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF126
AF127-Bn-Y2-PA	AF127-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-PB	AF127-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-PC	AF127-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-PD	AF127-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-P1	AF127-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-P2	AF127-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-P3	AF127-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF127-Bn-Y2-P4	AF127-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF127
AF128-Bn-Y2-PA	AF128-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-PB	AF128-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-PC	AF128-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-PD	AF128-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-P1	AF128-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-P2	AF128-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-P3	AF128-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF128-Bn-Y2-P4	AF128-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF128
AF129-Bn-Y2-PA	AF129-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-PB	AF129-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-PC	AF129-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-PD	AF129-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-P1	AF129-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-P2	AF129-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-P3	AF129-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF129-Bn-Y2-P4	AF129-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF129
AF130-Bn-Y2-PA	AF130-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-PB	AF130-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-PC	AF130-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-PD	AF130-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-P1	AF130-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-P2	AF130-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-P3	AF130-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF130-Bn-Y2-P4	AF130-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF130
AF131-Bn-Y2-PA	AF131-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-PB	AF131-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-PC	AF131-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-PD	AF131-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-P1	AF131-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-P2	AF131-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-P3	AF131-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF131-Bn-Y2-P4	AF131-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF131
AF132-Bn-Y2-PA	AF132-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-PB	AF132-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-PC	AF132-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-PD	AF132-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-P1	AF132-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-P2	AF132-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-P3	AF132-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF132-Bn-Y2-P4	AF132-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF132
AF133-Bn-Y2-PA	AF133-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-PB	AF133-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-PC	AF133-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-PD	AF133-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-P1	AF133-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-P2	AF133-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-P3	AF133-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF133-Bn-Y2-P4	AF133-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF133
AF134-Bn-Y2-PA	AF134-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-PB	AF134-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-PC	AF134-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-PD	AF134-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-P1	AF134-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-P2	AF134-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-P3	AF134-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF134-Bn-Y2-P4	AF134-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF134
AF135-Bn-Y2-PA	AF135-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-PB	AF135-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-PC	AF135-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-PD	AF135-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-P1	AF135-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-P2	AF135-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-P3	AF135-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF135-Bn-Y2-P4	AF135-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF135
AF136-Bn-Y2-PA	AF136-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-PB	AF136-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-PC	AF136-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-PD	AF136-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-P1	AF136-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-P2	AF136-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-P3	AF136-P3	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF136-Bn-Y2-P4	AF136-P4	SamplingPlot	thing:Place,obo:AGRO_00000301	AF136
AF137-Bn-Y2-PA	AF137-PA	SamplingPlot	thing:Place,obo:AGRO_00000301	AF137
AF137-Bn-Y2-PB	AF137-PB	SamplingPlot	thing:Place,obo:AGRO_00000301	AF137
AF137-Bn-Y2-PC	AF137-PC	SamplingPlot	thing:Place,obo:AGRO_00000301	AF137
AF137-Bn-Y2-PD	AF137-PD	SamplingPlot	thing:Place,obo:AGRO_00000301	AF137
AF137-Bn-Y2-P1	AF137-P1	SamplingPlot	thing:Place,obo:AGRO_00000301	AF137
AF137-Bn-Y2-P2	AF137-P2	SamplingPlot	thing:Place,obo:AGRO_00000301	AF137
